[2021-06-09T20:42:55.198] [INFO] default - |-----------------|
[2021-06-09T20:42:55.205] [INFO] default - |ExtraServer START|
[2021-06-09T20:42:55.206] [INFO] default - |-----------------|
[2021-06-09T20:42:55.211] [INFO] default - creating server...
[2021-06-09T20:42:55.214] [INFO] default - Loading plugins...
[2021-06-09T20:42:55.233] [ERROR] default - Cloud not load plugin asdasd.json: TypeError: require(...).onStart is not a function
[2021-06-09T20:42:55.373] [ERROR] default - Cloud not load plugin chat.js: TypeError [ERR_INVALID_ARG_TYPE]: The "emitter" argument must be an instance of EventEmitter. Received type string ('connection')
[2021-06-09T20:42:55.375] [INFO] defaultRequestHandler.js - DefaultRequestHandler was made by BomberPlayz.
[2021-06-09T20:42:55.375] [INFO] default - Loaded plugin defaultRequestHandler.js
[2021-06-09T20:42:55.376] [ERROR] default - Cloud not load plugin directoryList.js: TypeError: require(...).onStart is not a function
[2021-06-09T20:42:55.378] [INFO] logDebug.js - logDebug plugin by BomberPlayz!
[2021-06-09T20:42:55.378] [INFO] default - Loaded plugin logDebug.js
[2021-06-09T20:42:55.380] [ERROR] default - Cloud not load plugin tuccc.json: SyntaxError: D:\OneDrive\Desktop\progs\ExtraServer\server_plugins\tuccc.json: Unexpected number in JSON at position 57948
[2021-06-09T20:42:55.381] [INFO] _compatibleMode.js - CopatibleMode plugin was made by BomberPLayz
[2021-06-09T20:45:43.311] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:43.502] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:43.699] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:43.720] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:43.775] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:43.813] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:43.949] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.273] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.294] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.308] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.308] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.314] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.341] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.385] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.568] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.644] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.670] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.678] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.797] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.851] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.865] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.887] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.899] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:44.925] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.035] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.114] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.115] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.152] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.153] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.162] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.275] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.356] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.368] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.651] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.824] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:45.974] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.028] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.050] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.105] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.108] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.112] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.119] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.180] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.183] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.254] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.280] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.306] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.333] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.364] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.393] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.494] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.505] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.537] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.538] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.652] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:46.907] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.002] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.091] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.180] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.211] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.212] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.262] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.332] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.475] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.486] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.509] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.595] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.656] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.657] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.662] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.696] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.751] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.867] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.937] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:47.973] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.009] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.017] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.050] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.067] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.274] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.365] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.432] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.467] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.520] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.564] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.601] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.642] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.744] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.901] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:48.993] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.021] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.031] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.045] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.127] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.153] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.197] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.201] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.210] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.347] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.376] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.392] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.393] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.423] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.611] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.646] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.673] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.756] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.760] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.770] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.971] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:49.982] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.012] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.054] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.093] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.094] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.176] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.184] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.199] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.217] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.235] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.237] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.246] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.426] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.440] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.453] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.507] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.529] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.585] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.601] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.609] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.667] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.688] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.690] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.692] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.710] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.915] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:50.967] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.059] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.232] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.267] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.435] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.445] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.447] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.448] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.481] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.508] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.557] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.614] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.756] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.766] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.821] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.917] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.937] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.963] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:51.995] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.028] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.058] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.058] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.125] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.152] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.177] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.233] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.274] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.352] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.362] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.410] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.412] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.440] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.452] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.509] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.524] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.562] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.656] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.677] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.678] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.746] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.786] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.846] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.957] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:52.990] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.026] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.082] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.147] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.222] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.273] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.301] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.501] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.527] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.564] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.625] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.725] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.812] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.981] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:53.995] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.005] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.012] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.093] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.106] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.128] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.144] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.186] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.187] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.214] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.429] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.444] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.446] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.535] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.633] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.636] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.714] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.937] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:54.968] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.080] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.174] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.175] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.193] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.194] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.212] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.214] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.240] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.383] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.385] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.399] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.569] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.739] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.761] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.768] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.844] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.901] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:55.921] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.067] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.079] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.091] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.217] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.363] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.377] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.581] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.599] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.714] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.800] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.914] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.924] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.947] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:56.980] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.042] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.052] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.256] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.358] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.405] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.472] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.474] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.526] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.545] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.621] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.628] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.648] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.685] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.731] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:57.767] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:58.020] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:58.032] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:58.097] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:58.219] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:58.273] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:58.364] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
[2021-06-09T20:45:58.373] [DEBUG] logDebug.js - DONE 1 REQ got data: err_auth_failed
